Day,RKM483,RKM479,RKM474,RKM454
116,3,0,0,0
124,-0,0,1,0
137,2,0,-0,0
146,2,2,-0,0
152,4,2,-0,0
155,1,-0,-0,0
158,3,3,-0,0
161,5,1,-0,0
164,5,5,-0,0
167,7,3,-0,0
170,8,6,-0,0
173,12,9,-0,0
176,14,13,-0,0
179,24,9,-0,0
182,28,6,-0,0
185,36,15,-0,0
188,35,18,-0,0
191,34,19,-0,0
194,31,15,-0,0
197,43,23,-0,0
200,28,16,-0,0
203,22,17,-0,0
206,15,7,-0,0
209,18,4,-0,0
212,11,2,-0,0
215,5,2,-0,0
218,1,1,-0,0
221,2,1,-0,0
